"STATION","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WESD","WSF1","WSF2","WSF5","WSFG","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01"
"USW00094789","1996-09-20",,,"   38"," 1509",,"    0","    0","    0",,"  256","  133",,,"  320","  320",,,"    0",,"   67","   80",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-09-21",,,"   36"," 2243",,"    0","    0","    0",,"  239","  128",,,"  210","  210",,,"    0",,"   76","   98",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-09-22",,,"   38"," 1414",,"  114","    0","    0",,"  194","  150",,,"  130","  120",,,"    0",,"   89","  112",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-09-23",,,"   42"," 1513",,"    3","    0","    0",,"  194","  133",,,"  350","  350",,,"    0",,"   80","   98",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-09-24",,,"   31"," 2136",,"   58","    0","    0",,"  172","  106",,,"  240","  230",,,"    0",,"   67","   80",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-09-25",,,"   51"," 1212",,"    0","    0","    0",,"  206","  122",,,"  310","  320",,,"    0",,"   89","  103",,,"    1",,,,,,,,,,"    1",,,,,,,,,
"USW00094789","1996-09-26",,,"   34"," 1557",,"    0","    0","    0",,"  189","  100",,,"  180","  160",,,"    0",,"   58","   67",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-09-27",,,"   55"," 2252",,"    0","    0","    0",,"  194","  150",,,"  160","  170",,,"    0",,"   76","   94",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-09-28",,,"   83"," 2221",,"   51","    0","    0",,"  228","  150",,,"  320","  320",,,"    0",,"  134","  161",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-09-29",,,"   39"," 1839",,"   64","    0","    0",,"  200","  150",,,"  270","  260",,,"    0",,"   67","   72",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-09-30",,,"   37"," 1043",,"    0","    0","    0",,"  222","  111",,,"  340","  320",,,"    0",,"   76","   94",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-10-01",,,"   28"," 1653",,"    0","    0","    0",,"  217","   94",,,"  160","  160",,,"    0",,"   58","   67",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-10-02",,,"   41"," 2211",,"    8","    0","    0",,"  206","  133",,,"  190","  200",,,"    0",,"   67","   80",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1996-10-03",,,"   71"," 2323",,"    0","    0","    0",,"  189","   61",,,"  360","   10",,,"    0",,"  103","  130",,,"    1",,,,,,,,,,"    1",,,,,,,,,
"USW00094789","1996-10-04",,,"   48"," 0825",,"    0","    0","    0",,"  128","   39",,,"   20","  360",,,"    0",,"  103","  130",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-10-05",,,"   34"," 1513",,"    0","    0","    0",,"  144","   39",,,"  100","  130",,,"    0",,"   67","   80",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-10-06",,,"   33"," 1508",,"    0","    0","    0",,"  156","   50",,,"  110","  100",,,"    0",,"   63","   80",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-10-07",,,"   22"," 1902",,"    0","    0","    0",,"  178","   89",,,"  190","  200",,,"    0",,"   45","   63",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-10-08",,,"   64"," 2331",,"  551","    0","    0",,"  150","  128",,,"  360","  360",,,"    0",,"  170","  210",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-10-09",,,"   48"," 0004",,"   13","    0","    0",,"  200","  122",,,"  350","  350",,,"    0",,"  139","  179",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1996-10-10",,,"   56"," 2210",,"   43","    0","    0",,"  172","   94",,,"  310","  310",,,"    0",,"  125","  148",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-10-11",,,"   53"," 0018",,"    0","    0","    0",,"  133","   61",,,"  320","  320",,,"    0",,"  103","  116",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-10-12",,,"   34"," 1454",,"    0","    0","    0",,"  144","   33",,,"  220","  240",,,"    0",,"   67","   76",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-10-13",,,"   40"," 1616",,"    3","    0","    0",,"  172","   94",,,"  190","  190",,,"    0",,"   67","   76",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1996-10-14",,,"   74"," 1523",,"    0","    0","    0",,"  250","  100",,,"  310","  310",,,"    0",,"  130","  148",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-10-15",,,"   48"," 2352",,"    0","    0","    0",,"  144","   61",,,"  320","  330",,,"    0",,"   89","   98",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-10-16",,,"   48"," 1409",,"    0","    0","    0",,"  222","   94",,,"  220","  230",,,"    0",,"   76","   89",,,"    1",,,,,,,,,,"    1",,,,,,,,,
"USW00094789","1996-10-17",,,"   23"," 1539",,"    0","    0","    0",,"  244","  122",,,"  100","  100",,,"    0",,"   58","   63",,,"    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00094789","1996-10-18",,,"   78"," 2032",,"    0","    0","    0",,"  150","  122",,,"   80","   70",,,"    0",,"  125","  152",,,"    1",,,,,,,,,,"    1",,,,,,,,,
"USW00094789","1996-10-19",,,"  115"," 1326",,"  737","    0","    0",,"  144","  100",,,"   80","   60",,,"    0",,"  197","  250",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-10-20",,,"   34"," 0021",,"    8","    0","    0",,"  150","   72",,,"  170","  120",,,"    0",,"   67","   76",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1996-10-21",,,"   25"," 1200",,"   41","    0","    0",,"  139","   83",,,"  230","  230",,,"    0",,"   67","   72",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-10-22",,,"   33"," 1704",,"    5","    0","    0",,"  161","  100",,,"  180","  180",,,"    0",,"   58","   67",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1996-10-23",,,"   55"," 1641",,"    3","    0","    0",,"  189","  117",,,"  180","  170",,,"    0",,"  107","  130",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-10-24",,,"   60"," 1515",,"    0","    0","    0",,"  189","  128",,,"  280","  270",,,"    0",,"   94","  112",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-10-25",,,"   44"," 1354",,"    0","    0","    0",,"  194","  100",,,"  230","  240",,,"    0",,"   80","   94",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-10-26",,,"   27"," 1441",,"    0","    0","    0",,"  167","   78",,,"  190","  190",,,"    0",,"   49","   63",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-10-27",,,"   36"," 1533",,"    0","    0","    0",,"  178","   89",,,"  190","  190",,,"    0",,"   76","   94",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-10-28",,,"   67"," 2155",,"   46","    0","    0",,"  172","  100",,,"  310","  310",,,"    0",,"  152","  183",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-10-29",,,"   48"," 0002",,"    0","    0","    0",,"  156","   78",,,"  310","  330",,,"    0",,"  134","  152",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-10-30",,,"   54"," 0953",,"   18","    0","    0",,"  178","   89",,,"  160","  160",,,"    0",,"  116","  152",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-10-31",,,"   72"," 1403",,"    0","    0","    0",,"  156","  100",,,"  260","  260",,,"    0",,"  134","  148",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-11-01",,,"   55"," 1143",,"   15","    0","    0",,"  106","   50",,,"  240","  280",,,"    0",,"  116","  165",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1996-11-02",,,"   57"," 2045",,"    0","    0","    0",,"   89","   33",,,"  320","  310",,,"    0",,"  112","  130",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-11-03",,,"   65"," 1600",,"    0","    0","    0",,"  100","   17",,,"  260","  300",,,"    0",,"  103","  130",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-11-04",,,"   52"," 1353",,"    0","    0","    0",,"  117","   33",,,"  230","  230",,,"    0",,"   89","   98",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-11-05",,,"   30"," 0008",,"    0","    0","    0",,"  139","   56",,,"  230","  230",,,"    0",,"   72","   89",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-11-06",,,"   42"," 1519",,"   10","    0","    0",,"  156","  100",,,"   90","  100",,,"    0",,"   72","   89",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-11-07",,,"   55"," 1825",,"   10","    0","    0",,"  183","  122",,,"  170","  170",,,"    0",,"  107","  139",,,"    1","    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-11-08",,,"  103"," 2323",,"   33","    0","    0",,"  178","  150",,,"  150","  150",,,"    0",,"  152","  183",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-11-09",,,"   77"," 0039",,"   89","    0","    0",,"  178","   56",,,"  150","  160",,,"    0",,"  152","  183",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-11-10",,,"   61"," 0217",,"    5","    0","    0",,"   94","   39",,,"  230","  230",,,"    0",,"  116","  134",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1996-11-11",,,"   59"," 1444",,"    0","    0","    0",,"   67","   11",,,"  270","  260",,,"    0",,"   98","  112",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-11-12",,,"   64"," 1619",,"    0","    0","    0",,"   72","    0",,,"  280","  290",,,"    0",,"   98","  125",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-11-13",,,"   41"," 1218",,"    0","    0","    0",,"   56","  -17",,,"  260","  270",,,"    0",,"   80","   94",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-11-14",,,"   43"," 2042",,"    0","    0","    0",,"   33","  -11",,,"  360","  360",,,"    0",,"   94","  112",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00094789","1996-11-15",,,"   48"," 1338",,"    0","    0","    0",,"   33","  -28",,,"  360","  360",,,"    0",,"   94","  107",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-11-16",,,"   36"," 1223",,"    0","    0","    0",,"   67","  -44",,,"  340","  320",,,"    0",,"   58","   72",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-11-17",,,"   24"," 1504",,"    0","    0","    0",,"  133","    0",,,"  250","  250",,,"    0",,"   49","   58",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-11-18",,,"   11"," 1727",,"    3","    0","    0",,"  133","   22",,,"  240","   70",,,"    0",,"   40","   45",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1996-11-19",,,"   47"," 2236",,"   28","    0","    0",,"  111","   39",,,"  300","  310",,,"    0",,"   98","  112",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1996-11-20",,,"   59"," 1411",,"    0","    0","    0",,"   72","   17",,,"  300","  310",,,"    0",,"  130","  139",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-11-21",,,"   58"," 2012",,"    0","    0","    0",,"   67","    6",,,"  320","  300",,,"    0",,"   94","  112",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-11-22",,,"   69"," 1834",,"    0","    0","    0",,"   78","   22",,,"  330","  320",,,"    0",,"  112","  130",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-11-23",,,"   40"," 0001",,"    0","    0","    0",,"   83","    0",,,"  330","  330",,,"    0",,"   89","  103",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-11-24",,,"   29"," 0019",,"    0","    0","    0",,"   78","   39",,,"  250","  260",,,"    0",,"   72","   80",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-11-25",,,"   30"," 1352",,"    0","    0","    0",,"  122","   50",,,"  180","  170",,,"    0",,"   72","   76",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-11-26",,,"   67"," 1954",,"  381","    0","    0",,"  133","   17",,,"  320","  320",,,"    0",,"  152","  179",,,"    1","    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-11-27",,,"   95"," 1541",,"    0","    0","    0",,"   17","  -39",,,"  320","  330",,,"    0",,"  134","  161",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-11-28",,,"   42"," 2211",,"    0","    0","    0",,"   -6","  -61",,,"  320","  320",,,"    0",,"   76","   94",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00094789","1996-11-29",,,"   36"," 1005",,"    0","    0","    0",,"   50","  -33",,,"  290","  320",,,"    0",,"   67","   94",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-11-30",,,"   38"," 1624",,"   10","    0","    0",,"   94","  -22",,,"  190","  170",,,"    0",,"   76","   89",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-12-01",,,"   96"," 2344",,"  114","    0","    0",,"  139","   89",,,"  160","  170",,,"    0",,"  165","  206",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-12-02",,,"   81"," 0105",,"  287","    0","    0",,"  139","   33",,,"  160","  170",,,"    0",,"  179","  219",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-12-03",,,"   29"," 1733",,"    0","    0","    0",,"   83","    0",,,"  170","  160",,,"    0",,"   67","   80",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-12-04",,,"   43"," 1354",,"   25","    0","    0",,"   89","   28",,,"  320","  320",,,"    0",,"   94","  107",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-12-05",,,"   42"," 2344",,"    0","    0","    0",,"   72","   11",,,"  110","  100",,,"    0",,"   98","  116",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1996-12-06",,,"   88"," 0517",,"  295","    0","    0",,"   78","   11",,,"   60","   50",,,"    0",,"  170","  197",,,"    1",,"    1",,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00094789","1996-12-07",,,"   47"," 2315",,"  455","    0","    0",,"   72","   17",,,"  330","  330",,,"    0",,"   98","  130",,,"    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00094789","1996-12-08",,,"   51"," 0045",,"    3","    0","    0",,"   78","    6",,,"  320","  290",,,"    0",,"   94","  107",,,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00094789","1996-12-09",,,"   51"," 1845",,"    0","    0","    0",,"   56","   -6",,,"  320","  330",,,"    0",,"   94","  107",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-12-10",,,"   46"," 1922",,"    0","    0","    0",,"   61","   -6",,,"  210","  210",,,"    0",,"   80","   94",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-12-11",,,"   27"," 0036",,"   18","    0","    0",,"   78","   44",,,"  220","  240",,,"    0",,"   58","   63",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-12-12",,,"   57"," 2341",,"   20","    0","    0",,"   94","   61",,,"   80","   90",,,"    0",,"  103","  130",,,"    1",,,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00094789","1996-12-13",,,"   88"," 1358",,"    0","    0","    0",,"   89","   39",,,"   70","   70",,,"    0",,"  130","  152",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1996-12-14",,,"   76"," 1331",,"   64","    0","    0",,"   56","   39",,,"   20","   10",,,"    0",,"   98","  116",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-12-15",,,"   59"," 1036",,"    0","    0","    0",,"   67","   44",,,"   20","   10",,,"    0",,"   98","  116",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1996-12-16",,,"   35"," 0127",,"    8","    0","    0",,"   72","   50",,,"   70","   70",,,"    0",,"   63","   76",,,"    1",,,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00094789","1996-12-17",,,"   45"," 1428",,"   56","    0","    0",,"  111","   67",,,"  170","  180",,,"    0",,"  107","  130",,,"    1","    1",,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00094789","1996-12-18",,,"   26"," 2344",,"    3","    0","    0",,"  117","   83",,,"  330","  320",,,"    0",,"   76","   94",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-12-19",,,"   47"," 2331",,"   71","    0","    0",,"   83","    0",,,"  310","  310",,,"    0",,"  130","  161",,,"    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00094789","1996-12-20",,,"   93"," 0159",,"    0","    0","    0",,"    6","  -61",,,"  290","  290",,,"    0",,"  152","  197",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00094789","1996-12-21",,,"   47"," 2313",,"    0","    0","    0",,"   -6","  -67",,,"  240","  250",,,"    0",,"   76","   94",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-12-22",,,"   48"," 1024",,"    0","    0","    0",,"   39","  -28",,,"  240","  240",,,"    0",,"   89","   98",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-12-23",,,"   27"," 2111",,"    0","    0","    0",,"   72","   11",,,"  170","  170",,,"    0",,"   58","   67",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-12-24",,,"   89"," 2113",,"   79","    0","    0",,"  122","   61",,,"  270","  270",,,"    0",,"  152","  183",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-12-25",,,"   87"," 0034",,"    0","    0","    0",,"   72","   -6",,,"  270","  270",,,"    0",,"  139","  174",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1996-12-26",,,"   31"," 0023",,"    5","    0","    0",,"   61","  -28",,,"  290","  290",,,"    0",,"   80","   98",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","1996-12-27",,,"   25"," 1121",,"   13","    0","    0",,"   94","   17",,,"  330","  320",,,"    0",,"   58","   72",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-12-28",,,"   34"," 1534",,"    0","    0","    0",,"   89","    0",,,"  150","  180",,,"    0",,"   72","   89",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-12-29",,,"   41"," 2317",,"   10","    0","    0",,"  117","   72",,,"  270","  240",,,"    0",,"   67","   80",,,"    1","    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1996-12-30",,,"   58"," 0809",,"    0","    0","    0",,"  106","   11",,,"  330","  320",,,"    0",,"  139","  161",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1996-12-31",,,"   61"," 1309",,"    0","    0","    0",,"   17","  -83",,,"   10","   10",,,"    0",,"  112","  130",,,"    1",,,"    1",,"    1",,,,,"    1",,"    1","    1","    1","    1",,,,
"USW00094789","1997-01-01",,,"   31"," 0336",,"    0","    0","    0",,"  -22"," -111",,,"  360","   10",,,"    0",,"   94","  107",,,,,,"    1",,"    1",,,,,,,,"    1","    1",,,,,
"USW00094789","1997-01-02",,,"   42"," 1254",,"   10","    3","    0",,"   56","  -22",,,"  240","  240",,,"    0",,"   80","   94",,,"    1",,,"    1",,"    1",,"    1",,,"    1",,,"    1","    1","    1",,,,
"USW00094789","1997-01-03",,,"   35"," 1027",,"    3","    0","    0",,"  150","   56",,,"  250","  260",,,"    0",,"   63","   76",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1997-01-04",,,"   37"," 2341",,"    0","    0","    0",,"  111","   50",,,"   80","   90",,,"    0",,"   63","   76",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-01-05",,,"   47"," 1355",,"    5","    0","    0",,"  117","   72",,,"  180","  180",,,"    0",,"   89","  103",,,"    1","    1",,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00094789","1997-01-06",,,"   84"," 1607",,"    0","    0","    0",,"  100","   17",,,"  280","  270",,,"    0",,"  125","  148",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-01-07",,,"   93"," 2206",,"    0","    0","    0",,"   33","  -28",,,"  300","  290",,,"    0",,"  139","  174",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-01-08",,,"   99"," 0911",,"    0","    0","    0",,"   22","  -33",,,"  290","  300",,,"    0",,"  161","  192",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-01-09",,,"   47"," 2153",,"   48","   18","    0",,"   44","  -39",,,"  100","   90",,,"    0",,"  143","  174",,,"    1",,,"    1",,"    1",,,,,"    1",,,"    1","    1","    1",,,,
"USW00094789","1997-01-10",,,"   83"," 1430",,"    0","    0","    0",,"   44","   11",,,"  240","  240",,,"    0",,"  148","  174",,,"    1",,,,,,,,,,"    1","    1",,"    1",,"    1",,,,
"USW00094789","1997-01-11",,,"   84"," 2024",,"   38","   58","   51",,"   17","  -61",,,"  260","  270",,,"    0",,"  139","  170",,,"    1",,,,,,,,,,"    1",,,,,"    1",,,"    1",
"USW00094789","1997-01-12",,,"   85"," 1813",,"    0","    0","   51",,"  -22","  -78",,,"  270","  260",,,"    0",,"  112","  134",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-01-13",,,"   73"," 1400",,"    0","    0","    0",,"    6","  -78",,,"  300","  310",,,"    0",,"  107","  125",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-01-14",,,"   58"," 1420",,"    0","    0","    0",,"    6","  -61",,,"  330","  310",,,"    0",,"   94","  103",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-01-15",,,"   48"," 2316",,"    0","    0","    0",,"   33","  -56",,,"  190","  200",,,"    0",,"   94","  112",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-01-16",,,"   85"," 2021",,"  198","    0","    0",,"   78","  -22",,,"  290","  290",,,"    0",,"  165","  197",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1997-01-17",,,"  105"," 0357",,"    5","    8","    0",,"  -22"," -117",,,"  280","  280",,,"    0",,"  161","  192",,,"    1",,,,,,,,"    1",,"    1",,,,,"    1",,,"    1",
"USW00094789","1997-01-18",,,"   83"," 2241",,"    0","    0","    0",,"  -72"," -139",,,"  320","  310",,,"    0",,"  134","  152",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-01-19",,,"   63"," 0021",,"    0","    0","    0",,"  -67"," -156",,,"  290","  280",,,"    0",,"  125","  148",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-01-20",,,"   57"," 0831",,"    0","    0","    0",,"   11","  -78",,,"  240","  240",,,"    0",,"   89","  107",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-01-21",,,," 0732",,"    0","    0","    0",,"   33","  -28",,,"  330","  320",,,"    0",,"  112","  134",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-01-22",,,"   70"," 1712",,"   33","    0","    0",,"   83","  -11",,,"  180","  190",,,"    0",,"  116","  143",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1997-01-23",,,"   64"," 1940",,"    0","    0","    0",,"  122","  -17",,,"  330","  330",,,"    0",,"  107","  130",,,"    1",,,,,,,,,,"    1",,,,,,,,,
"USW00094789","1997-01-24",,,"   80"," 1842",,"   28","    0","    0",,"   72","  -39",,,"   90","   90",,,"    0",,"  130","  161",,,"    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00094789","1997-01-25",,,"   76"," 1918",,"  132","    0","    0",,"  100","   17",,,"  260","  260",,,"    0",,"  139","  165",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1997-01-26",,,"   76"," 0855",,"    0","    0","    0",,"   17","  -50",,,"  300","  290",,,"    0",,"  125","  152",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-01-27",,,"   51"," 2318",,"    3","    0","    0",,"   50","  -61",,,"  170","  180",,,"    0",,"  112","  134",,,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00094789","1997-01-28",,,"   84"," 0526",,"   86","    0","    0",,"   89","  -17",,,"  180","  190",,,"    0",,"  152","  192",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1997-01-29",,,"   56"," 0425",,"    0","    0","    0",,"   -6","  -50",,,"  300","  310",,,"    0",,"  103","  134",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-01-30",,,"   46"," 1815",,"    0","    0","    0",,"    0","  -72",,,"   70","   70",,,"    0",,"   67","   80",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-01-31",,,"   38"," 2240",,"   13","    0","    0",,"   33","  -11",,,"  190","  180",,,"    0",,"   89","  103",,,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00094789","1997-02-01",,,"   63"," 1412",,"   13","    0","    0",,"  111","   33",,,"  290","  280",,,"    0",,"  112","  134",,,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00094789","1997-02-02",,,"   31"," 0013",,"    0","    0","    0",,"   67","   11",,,"  290","  290",,,"    0",,"   72","   80",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-02-03",,,"   34"," 1734",,"    5","    0","    0",,"   83","   22",,,"  330","  330",,,"    0",,"   98","  116",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1997-02-04",,,"   59"," 2254",,"   33","    0","    0",,"   44","  -11",,,"   90","  100",,,"    0",,"  103","  125",,,"    1",,,"    1",,,,,,,"    1",,,"    1",,"    1",,,,
"USW00094789","1997-02-05",,,"   69"," 0325",,"  251","    0","    0",,"  106","   44",,,"  150","  140",,,"    0",,"  134","  170",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094789","1997-02-06",,,"   68"," 0845",,"    0","    0","    0",,"   67","    6",,,"  320","  320",,,"    0",,"  112","  134",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-02-07",,,"   40"," 0553",,"    0","    0","    0",,"   61","   -6",,,"  310","  310",,,"    0",,"   72","   80",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-02-08",,,"   55"," 2041",,"   46","   53","    0",,"   11","  -22",,,"  360","  360",,,"    0",,"   98","  112",,,"    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00094789","1997-02-09",,,"   46"," 1853",,"   10","   10","   76",,"   33","  -56",,,"  240","  360",,,"    0",,"   72","   94",,,"    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00094789","1997-02-10",,,"   45"," 2300",,"    0","    0","   25",,"   11","  -28",,,"  360","  360",,,"    0",,"   76","   94",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-02-11",,,"   44"," 0906",,"    0","    0","    0",,"   44","  -28",,,"  360","  360",,,"    0",,"   76","   94",,,,,,,,,,,,,,,,,,,,,,
"USW00094789","1997-02-12",,,"   62"," 2345",,"    0","    0","    0",,"   39","  -22",,,"  310","  250",,,"    0",,"  107","  134",,,"    1",,,,,,,,,,"    1",,,,,"    1",,,,
